Alarms,TempMean,Humidity,Pressure,TempMin,TempMax
55,13,15.766666,77.375000,1013.979166,12.0000,21.4000
55,14,15.125000,83.625000,1014.416666,12.4000,18.7000
55,13,14.429166,93.375000,1011.350000,13.0000,17.7000
55,11,14.858333,91.333333,1006.850000,13.7000,16.8000
55,32,14.683333,94.791666,1008.041666,13.3000,17.0000
55,18,15.300000,92.333333,1005.091666,13.7000,17.0000
55,19,14.612500,87.666666,1003.412500,13.0000,15.8000
55,20,13.925000,92.583333,995.662500,12.9000,14.6000
55,24,12.850000,81.458333,997.733333,10.2000,15.0000
55,25,10.070833,74.208333,1000.191666,8.7000,11.0000
55,9,9.795833,79.833333,1003.225000,7.5000,13.2000
55,17,9.320833,80.333333,1013.941666,8.3000,10.3000
55,37,9.366666,80.250000,1010.291666,7.7000,12.2000
55,12,7.529166,78.333333,1019.845833,4.1000,10.6000
55,9,7.225000,79.208333,1022.025000,4.7000,10.6000
55,14,7.275000,74.000000,1019.362500,3.4000,10.4000
55,25,12.091666,85.166666,1001.325000,9.1000,15.2000
55,13,11.520833,88.791666,1000.612500,9.8000,12.9000
55,27,11.604166,87.375000,1003.687500,10.1000,13.4000
55,15,13.204166,93.125000,1001.512500,11.6000,14.6000
55,21,12.854166,88.250000,1004.845833,12.1000,14.2000
55,23,12.512500,95.166666,1007.504166,11.3000,15.6000
55,11,12.908333,81.833333,1011.908333,10.5000,15.0000
55,23,12.650000,92.750000,1006.908333,10.6000,14.7000
55,15,12.595833,97.416666,1006.725000,10.6000,13.2000
55,19,12.650000,93.500000,1008.141666,10.5000,13.8000
55,24,12.183333,93.000000,1004.033333,10.7000,13.8000
55,19,11.904166,87.166666,1004.354166,10.7000,13.2000
55,16,10.895833,94.458333,1010.695833,8.9000,12.1000
55,19,11.033333,98.083333,1017.900000,9.1000,12.3000
55,18,12.166666,90.583333,1020.062500,11.4000,13.5000
55,14,11.412500,90.250000,1018.091666,10.1000,12.5000
55,23,12.204166,96.291666,1007.854166,11.4000,13.6000
55,20,12.745833,86.166666,1011.562500,11.3000,14.3000
55,20,13.662500,91.291666,1005.337500,12.9000,14.8000
55,19,10.458333,80.250000,1010.312500,8.6000,13.4000
55,19,8.979166,77.583333,1018.041666,6.6000,11.5000
55,13,6.533333,80.958333,1027.491666,3.3000,9.7000
55,20,6.133333,74.333333,1030.604166,1.9000,8.8000
55,23,7.825000,74.625000,1025.979166,6.9000,9.3000
55,21,6.495833,81.208333,1008.975000,5.5000,7.7000
55,30,9.379166,95.666666,988.654166,6.9000,11.8000
55,19,10.266666,92.625000,988.033333,9.4000,11.8000
55,22,9.595833,95.208333,989.837500,8.0000,11.1000
55,23,6.704166,93.625000,997.225000,5.4000,8.2000
55,17,5.316666,91.500000,1000.945833,4.6000,6.4000
55,10,5.437500,89.250000,1002.395833,3.5000,8.0000
55,21,7.058333,91.791666,1006.350000,4.9000,9.0000
55,13,5.270833,98.708333,1007.420833,2.7000,7.4000
55,17,5.954166,92.083333,1011.275000,1.9000,8.6000
55,16,6.600000,86.833333,1005.595833,5.1000,8.0000
55,20,6.554166,82.250000,999.525000,5.6000,7.7000
55,31,6.195833,85.583333,998.541666,5.3000,7.1000
55,27,5.691666,94.083333,1007.833333,4.3000,7.3000
55,15,6.758333,91.208333,1009.929166,3.9000,8.4000
55,17,8.225000,98.291666,1003.412500,7.4000,8.8000
55,16,6.162500,88.375000,1013.262500,4.8000,7.8000
55,25,8.120833,94.083333,1004.862500,6.0000,9.5000
55,20,7.458333,90.666666,1008.550000,6.1000,8.9000
55,28,6.362500,93.375000,1018.425000,4.1000,8.4000
55,20,6.262500,93.833333,1013.458333,3.6000,8.7000
55,17,7.900000,94.791666,1009.300000,6.9000,8.6000
55,9,7.766666,90.375000,1010.483333,6.8000,8.9000
55,15,6.641666,90.291666,1012.362500,6.3000,7.0000
55,11,5.529166,95.500000,1011.804166,4.7000,6.5000
55,12,6.625000,95.458333,1004.258333,5.6000,7.9000
55,10,7.729166,97.291666,992.700000,7.1000,8.2000
55,17,7.912500,97.166666,984.208333,6.1000,8.5000
55,12,4.125000,74.666666,1002.758333,2.9000,6.5000
55,3,4.200000,83.333333,1019.145833,2.9000,6.1000
55,14,4.416666,86.458333,1020.295833,3.1000,5.8000
55,15,4.129166,81.916666,1019.591666,2.4000,5.9000
55,8,6.137500,93.208333,1021.720833,2.4000,8.2000
55,13,7.545833,89.583333,1018.520833,6.8000,8.3000
55,11,7.187500,91.708333,1011.983333,6.4000,7.9000
55,18,7.550000,97.458333,998.283333,6.3000,8.9000
55,15,7.825000,88.000000,1000.779166,6.0000,8.8000
55,15,8.004166,88.375000,990.875000,6.0000,9.5000
55,14,6.370833,83.208333,994.700000,4.3000,7.5000
55,10,5.029166,78.916666,1014.933333,3.5000,6.4000
55,6,5.979166,91.541666,1004.104166,4.8000,6.8000
55,18,5.287500,89.583333,996.537500,4.3000,5.9000
55,19,3.679166,83.000000,983.658333,2.2000,5.2000
55,9,4.612500,90.041666,981.504166,2.2000,6.3000
55,9,5.758333,84.500000,990.850000,4.4000,6.8000
55,26,6.275000,90.541666,1003.066666,5.2000,7.0000
55,12,6.704166,96.416666,1000.370833,5.7000,8.4000
55,22,6.525000,89.166666,1011.491666,5.5000,8.2000
55,17,6.229166,92.541666,1011.150000,4.4000,7.4000
55,19,6.434782,92.913043,992.408695,5.0000,9.6000
55,8,6.779166,93.291666,989.016666,5.7000,7.5000
55,14,4.312500,90.333333,1022.220833,0.5000,6.4000
55,22,2.145833,85.541666,1033.333333,-0.5000,4.0000
55,16,1.445833,81.000000,1041.200000,-0.7000,2.5000
55,16,3.329166,87.375000,1032.958333,1.3000,5.3000
55,13,6.608333,88.000000,1021.283333,5.1000,7.9000
55,19,6.187500,81.833333,1027.429166,4.0000,7.9000
55,14,4.556521,84.521739,1029.782608,2.2000,5.8000
55,15,3.037500,95.333333,1021.175000,2.3000,4.2000
55,10,5.758333,91.958333,1011.429166,4.0000,7.2000
55,12,5.245833,77.750000,1018.200000,2.8000,7.0000
55,14,4.987500,86.666666,1028.320833,2.5000,6.3000
55,25,5.970833,95.875000,1021.304166,5.0000,6.6000
55,11,5.979166,91.625000,1018.195833,4.1000,7.4000
55,9,7.113043,92.043478,1015.839130,5.5000,8.7000
55,12,6.279166,96.833333,1010.025000,4.5000,8.7000
55,10,5.416666,93.833333,1012.675000,4.4000,6.9000
55,6,5.237500,88.041666,1022.045833,2.9000,6.5000
55,10,6.050000,96.541666,1012.179166,5.4000,6.8000
55,16,5.700000,93.375000,1013.420833,5.0000,6.5000
55,15,6.987500,91.958333,1000.125000,5.5000,9.7000
55,13,8.295833,90.208333,1004.575000,6.0000,10.2000
55,14,6.366666,92.750000,1021.279166,5.7000,7.1000
55,8,6.378260,93.000000,1013.760869,5.7000,7.6000
55,16,5.725000,88.833333,1015.720833,4.5000,7.0000
55,17,4.808333,83.208333,1033.575000,3.5000,6.6000
55,17,5.691666,93.625000,1041.575000,4.0000,6.9000
55,22,6.416666,91.166666,1034.925000,5.9000,7.1000
55,14,5.645833,90.291666,1031.625000,3.8000,7.2000
55,11,5.183333,98.375000,1028.970833,3.4000,5.8000
55,7,6.179166,95.958333,1018.720833,5.7000,7.0000
55,12,5.895833,97.666666,1017.595833,5.0000,6.4000
55,5,4.245833,93.708333,1014.308333,3.6000,5.1000
55,12,5.658333,96.291666,1003.058333,4.1000,6.7000
55,19,5.508333,93.583333,987.483333,4.8000,6.2000
55,6,5.391666,85.375000,995.487500,4.3000,7.3000
55,19,6.529166,95.291666,996.629166,5.1000,7.6000
55,19,7.400000,92.750000,997.525000,6.3000,8.7000
55,12,7.604166,93.083333,994.025000,6.8000,8.6000
55,7,5.437500,83.416666,1001.879166,4.3000,7.1000
55,24,5.762500,91.708333,1002.250000,4.3000,7.6000
55,15,4.300000,82.250000,1007.804166,2.0000,6.3000
55,10,3.962500,79.375000,1029.395833,0.5000,6.6000
55,12,6.204166,89.583333,1026.262500,4.8000,7.8000
55,15,5.129166,93.291666,1027.612500,4.5000,6.2000
55,20,4.800000,87.500000,1017.904166,3.5000,6.0000
55,13,7.241666,87.791666,993.275000,5.6000,9.7000
55,16,6.254166,81.833333,979.854166,2.7000,8.2000
55,13,4.470833,84.291666,986.304166,1.9000,6.0000
55,10,4.204166,86.416666,997.483333,2.1000,5.5000
55,8,3.669230,89.923076,1004.603846,2.5000,4.4000
55,14,3.937500,89.083333,1015.441666,2.6000,5.1000
55,6,6.141666,93.625000,1011.241666,4.7000,8.5000
55,32,8.350000,89.041666,993.625000,5.2000,10.8000
55,39,6.975000,80.166666,1001.212500,6.3000,7.9000
55,31,5.779166,85.416666,1008.120833,4.1000,7.2000
55,19,5.362500,85.916666,1008.179166,3.4000,7.3000
55,21,5.462500,93.416666,1006.804166,3.7000,7.1000
55,24,5.741666,85.583333,1011.854166,3.9000,7.0000
55,25,6.729166,84.583333,1004.229166,4.7000,8.4000
55,21,5.062500,82.916666,1004.150000,3.5000,6.2000
55,24,4.500000,89.458333,1007.687500,2.4000,6.0000
55,18,4.837500,82.666666,986.691666,2.6000,7.0000
55,16,2.345833,83.000000,993.129166,1.4000,3.1000
55,19,2.712500,86.125000,998.720833,-0.5000,5.3000
55,25,4.641666,82.500000,1006.216666,2.7000,7.3000
55,14,5.104166,92.541666,988.950000,3.0000,8.0000
55,18,5.642222,81.444444,987.453333,3.1000,6.7000
55,14,5.015000,87.675000,991.612500,4.0000,6.9000
55,11,5.075000,88.416666,999.062500,3.8000,7.3000
55,23,4.804166,89.208333,1006.108333,3.3000,6.7000
55,35,3.387500,94.458333,1002.295833,1.8000,5.5000
55,22,4.008333,89.375000,999.770833,2.3000,5.4000
55,19,3.166666,93.375000,1012.300000,0.8000,5.9000
55,19,6.220833,89.791666,1007.741666,4.9000,7.8000
55,16,5.839130,95.260869,1007.373913,5.0000,7.5000
55,30,6.033333,94.750000,996.637500,4.6000,7.8000
55,18,6.912500,82.208333,1002.337500,5.8000,8.6000
55,16,6.320833,79.500000,997.175000,4.2000,8.3000
55,28,5.370833,78.458333,1006.675000,2.5000,7.5000
55,27,3.487500,76.375000,1021.804166,-0.6000,5.6000
55,26,6.354166,83.958333,1011.883333,4.7000,8.3000
55,27,6.841666,86.875000,1016.912500,5.8000,8.8000
55,23,6.458333,89.000000,1023.683333,5.5000,7.7000
55,14,7.108333,92.541666,1020.462500,6.0000,8.4000
55,12,6.654166,79.625000,1025.750000,4.8000,9.8000
55,13,5.329166,74.541666,1029.725000,2.7000,8.4000
55,11,3.570833,59.375000,1036.183333,-0.1000,7.6000
55,16,2.695833,65.666666,1039.170833,0.5000,5.7000
55,19,3.637500,59.208333,1038.716666,0.7000,5.2000
55,14,4.641666,58.791666,1034.970833,2.9000,6.3000
55,13,4.887500,55.916666,1032.400000,3.0000,7.2000
55,14,4.775000,66.500000,1030.450000,0.2000,8.3000
55,12,5.954166,65.458333,1027.779166,1.0000,12.3000
55,9,5.783333,72.791666,1023.691666,1.0000,11.7000
55,7,3.275000,58.541666,1031.329166,1.0000,5.4000
55,10,4.262500,68.250000,1027.691666,1.6000,7.4000
55,9,3.812500,69.208333,1029.316666,-0.4000,7.8000
55,20,6.175000,81.458333,1015.433333,4.6000,8.3000
55,12,6.245833,80.375000,1004.258333,3.8000,8.5000
55,28,4.950000,71.666666,1010.137500,2.4000,8.4000
55,19,5.633333,88.541666,1023.362500,3.3000,8.3000
55,16,8.716666,66.958333,1027.004166,5.1000,12.9000
55,21,10.020833,67.375000,1020.954166,6.6000,15.2000
55,17,9.833333,75.750000,1030.737500,6.6000,15.5000
55,21,9.270833,73.750000,1026.170833,6.0000,12.9000
55,20,8.404166,69.666666,1025.045833,4.8000,13.0000
55,29,6.875000,70.041666,1027.370833,3.3000,11.8000
55,19,6.354166,85.833333,1025.237500,2.5000,9.5000
55,13,10.104166,74.166666,1013.416666,6.3000,15.9000
55,12,5.591666,56.125000,1016.720833,2.1000,9.4000
55,13,5.987500,64.583333,1021.566666,2.5000,10.0000
55,14,8.450000,74.833333,1018.841666,6.0000,12.8000
55,9,9.183333,70.916666,1016.858333,5.6000,13.2000
55,24,6.941666,74.375000,1020.150000,4.0000,10.6000
55,17,7.858333,63.000000,1022.025000,2.8000,14.1000
55,10,7.545833,70.666666,1026.616666,4.5000,11.2000
55,16,8.862500,65.458333,1029.383333,3.3000,15.3000
55,16,10.908333,52.916666,1030.495833,5.8000,16.1000
55,19,11.166666,57.375000,1029.695833,5.0000,17.2000
55,33,11.000000,69.291666,1022.666666,5.6000,15.2000
55,21,10.154166,72.500000,1009.550000,7.5000,13.0000
55,8,10.312500,64.333333,1011.812500,6.5000,15.8000
55,10,7.837500,68.666666,1011.237500,5.6000,9.7000
55,24,9.679166,80.166666,1007.183333,7.0000,13.7000
55,9,9.333333,73.375000,1006.112500,6.0000,12.5000
55,10,8.516666,84.333333,1005.337500,7.3000,10.5000
55,17,9.233333,90.958333,1000.387500,6.8000,11.3000
55,14,9.050000,87.125000,998.662500,6.8000,12.3000
55,10,9.133333,85.166666,1003.650000,7.0000,12.2000
55,14,9.637500,76.875000,1014.645833,6.8000,13.1000
55,15,9.395833,64.541666,1018.283333,6.1000,13.1000
55,14,9.683333,62.333333,1021.525000,4.9000,14.1000
55,15,9.370833,68.875000,1023.250000,5.6000,13.7000
55,16,10.408333,71.833333,1021.287500,8.0000,15.2000
55,15,11.220833,77.625000,1017.433333,6.6000,17.0000
55,24,12.266666,87.166666,1014.737500,9.1000,16.1000
55,17,10.791666,77.791666,1008.483333,6.6000,17.2000
55,11,7.791666,57.208333,1012.687500,5.0000,11.0000
55,13,7.095833,68.208333,1012.333333,4.4000,9.9000
55,14,7.983333,60.000000,1013.295833,3.1000,12.4000
55,13,8.233333,60.875000,1018.700000,4.5000,12.8000
55,16,9.354166,76.416666,1016.900000,7.0000,12.4000
55,14,10.570833,70.125000,1016.945833,8.2000,13.7000
55,12,11.095833,77.625000,1017.791666,8.7000,14.3000
55,19,10.858333,95.500000,1017.666666,9.9000,12.0000
55,26,12.737500,72.958333,1019.108333,9.3000,16.4000
55,17,12.100000,80.791666,1023.487500,8.3000,15.5000
55,32,13.454166,82.416666,1023.783333,9.5000,17.8000
55,26,13.945833,82.583333,1018.183333,11.9000,17.8000
55,25,12.933333,83.833333,1016.741666,11.8000,14.7000
55,8,11.941666,79.958333,1019.754166,10.3000,13.8000
55,28,13.325000,74.916666,1028.970833,10.1000,18.1000
55,17,11.845833,89.750000,1035.308333,8.1000,16.3000
55,15,12.970833,76.250000,1033.375000,9.4000,17.6000
55,18,12.595833,72.791666,1032.862500,8.8000,18.0000
55,33,12.800000,71.416666,1030.575000,8.4000,17.7000
55,27,15.383333,65.416666,1027.750000,8.7000,21.8000
55,10,15.750000,62.541666,1027.933333,10.2000,20.2000
55,30,16.495833,64.750000,1027.316666,10.0000,22.7000
55,34,17.454166,72.791666,1018.383333,11.4000,21.9000
55,27,16.668000,72.040000,1006.708000,11.8000,21.1000
55,15,13.791666,83.916666,994.625000,11.0000,17.7000
55,10,12.291666,76.666666,990.495833,9.7000,15.3000
55,9,11.720833,75.666666,996.154166,9.1000,14.5000
55,7,13.245833,74.291666,1004.870833,11.6000,16.1000
55,13,13.325000,77.875000,1013.754166,10.5000,16.8000
55,13,13.033333,66.750000,1019.370833,10.0000,16.1000
55,18,15.491666,72.583333,1018.445833,9.1000,20.1000
55,20,16.987500,73.166666,1015.887500,13.5000,20.9000
55,23,16.033333,86.375000,1014.595833,13.6000,17.4000
55,30,17.141666,86.916666,1015.704166,15.7000,19.5000
55,28,17.875000,64.083333,1017.212500,12.4000,22.2000
55,26,17.154166,67.250000,1017.483333,11.3000,22.1000
55,42,18.558333,75.125000,1014.654166,13.6000,22.6000
55,50,20.016666,72.958333,1013.333333,16.2000,24.8000
55,35,19.179166,73.375000,1012.904166,15.1000,23.5000
55,18,12.975000,77.791666,1011.137500,10.8000,16.4000
55,17,13.979166,70.458333,1020.412500,11.3000,17.4000
55,23,14.287500,78.666666,1025.554166,11.5000,17.4000
55,15,15.104166,77.916666,1022.216666,11.7000,18.1000
55,30,15.137500,87.916666,1013.537500,13.8000,16.0000
55,22,14.712500,84.041666,1012.804166,12.0000,17.1000
55,21,15.650000,82.250000,1016.716666,12.3000,18.9000
55,29,16.929166,84.041666,1020.083333,13.1000,21.2000
55,25,18.162500,84.125000,1019.479166,14.1000,21.8000
55,27,19.212500,84.625000,1015.108333,15.8000,22.0000
55,39,15.783333,73.541666,1017.491666,13.0000,19.4000
55,41,15.087500,68.791666,1020.729166,12.6000,19.1000
55,24,14.950000,68.041666,1021.379166,11.9000,19.1000
55,25,14.745833,80.791666,1015.470833,11.4000,17.0000
55,32,16.637500,81.208333,1007.745833,13.8000,19.0000
55,38,16.691666,89.041666,1009.804166,12.9000,20.2000
55,12,17.437500,88.125000,1008.145833,16.1000,19.5000
55,18,17.262500,85.708333,1013.041666,15.4000,19.8000
55,14,17.075000,78.291666,1006.558333,15.0000,18.4000
55,30,14.820833,79.958333,1013.008333,13.2000,16.7000
55,21,15.595833,72.708333,1018.645833,13.1000,18.7000
55,37,16.675000,77.958333,1019.195833,12.4000,21.0000
55,36,18.945833,75.000000,1014.962500,14.1000,23.4000
55,23,17.545833,84.666666,1012.191666,14.1000,20.0000
55,41,16.354166,74.000000,1012.925000,13.2000,20.3000
55,33,15.854166,73.041666,1014.995833,12.6000,19.0000
55,15,18.058333,76.458333,1015.420833,15.6000,20.3000
55,42,20.695833,72.750000,1020.454166,16.7000,26.4000
55,49,21.229166,71.166666,1020.720833,16.5000,26.6000
55,67,20.654166,85.125000,1008.879166,18.9000,22.4000
55,24,16.058333,74.500000,1011.170833,14.2000,19.1000
55,34,16.120833,70.416666,1008.316666,12.5000,19.6000
55,42,17.825000,87.125000,997.362500,16.5000,20.5000
55,22,15.612500,77.375000,1011.004166,13.5000,18.7000
55,20,15.166666,83.875000,1003.287500,12.8000,18.3000
55,20,16.079166,83.083333,1002.966666,13.2000,19.9000
55,17,17.058333,80.000000,1010.483333,13.5000,20.6000
55,23,16.033333,65.875000,1017.854166,12.6000,19.6000
55,20,15.416666,71.875000,1021.208333,11.1000,19.3000
55,22,16.183333,76.666666,1019.145833,12.6000,20.2000
55,20,16.256521,82.521739,1014.678260,13.9000,18.3000
55,26,17.347826,75.913043,1015.369565,15.9000,18.9000
55,17,15.729166,72.708333,1012.795833,13.3000,18.3000
55,13,14.183333,74.416666,1015.662500,12.4000,16.6000
55,31,15.120833,71.291666,1019.970833,12.5000,17.4000
55,21,17.379166,84.500000,1018.591666,15.7000,20.9000
55,22,16.812500,87.208333,1015.525000,14.0000,18.6000
55,23,14.420833,69.208333,1019.312500,11.7000,18.2000
55,21,15.341666,74.541666,1015.775000,13.3000,17.1000
55,8,15.541666,81.041666,1014.650000,14.4000,17.7000
55,13,16.454166,85.125000,1020.595833,14.8000,18.2000
55,30,17.412500,88.875000,1025.025000,14.9000,20.8000
55,21,17.962500,84.583333,1020.537500,14.2000,23.6000
55,23,15.845833,82.416666,1020.387500,13.0000,19.4000
55,21,12.779166,67.458333,1031.550000,8.2000,16.3000
55,17,12.241666,79.250000,1030.250000,8.1000,16.9000
55,8,13.100000,83.541666,1025.062500,9.6000,17.2000
55,7,12.379166,92.250000,1022.408333,7.6000,16.4000
55,13,12.891666,93.041666,1018.204166,9.8000,17.4000
55,24,15.025000,88.416666,1009.737500,11.2000,20.4000
55,28,16.420833,85.791666,1002.429166,12.3000,20.3000
55,23,16.475000,73.916666,999.245833,15.3000,18.0000
55,19,13.287500,87.541666,996.587500,12.0000,15.7000
55,26,13.625000,86.333333,997.837500,11.9000,16.5000
55,20,17.258333,88.916666,1004.470833,15.3000,19.5000
55,21,15.012500,90.500000,1010.187500,13.3000,16.5000
33,4,4.908333,93.250000,989.495833,4.0000,6.4000
33,12,4.033333,93.791666,999.762500,2.9000,5.7000
33,2,2.916666,96.458333,980.620833,0.4000,4.1000
33,3,2.441666,97.416666,986.029166,0.0000,3.7000
33,5,1.629166,94.208333,991.658333,-0.9000,2.6000
33,7,-0.745833,90.125000,1010.091666,-2.1000,0.8000
33,4,-2.287500,83.125000,1031.337500,-6.0000,0.8000
33,4,-0.566666,87.041666,1034.954166,-2.6000,2.5000
33,6,1.916666,84.583333,1022.962500,-0.2000,3.9000
33,14,2.500000,94.333333,1013.337500,1.9000,3.3000
33,3,2.425000,99.958333,1021.204166,1.4000,3.2000
33,11,1.595833,84.000000,1032.479166,0.8000,2.2000
33,6,1.016666,81.875000,1033.250000,-0.5000,1.6000
33,5,-0.358333,75.833333,1027.870833,-1.2000,0.6000
33,5,0.504166,87.208333,1003.291666,-1.1000,2.3000
33,12,1.533333,94.708333,981.470833,-0.1000,2.5000
33,12,0.070833,96.083333,988.375000,-2.1000,1.5000
33,6,0.275000,98.416666,991.695833,-1.1000,1.1000
33,4,0.037500,98.750000,1001.054166,-1.2000,1.2000
33,2,0.854166,95.291666,1002.237500,-0.2000,1.7000
33,5,0.737500,95.208333,1012.854166,-0.8000,2.4000
33,5,0.154166,95.666666,1010.925000,-0.7000,0.8000
33,6,2.308333,94.166666,1013.254166,0.4000,6.6000
33,7,7.733333,90.916666,1001.420833,5.0000,11.0000
33,7,6.125000,83.625000,1005.345833,5.0000,7.1000
33,20,4.295833,89.750000,1016.337500,2.6000,5.4000
33,4,2.270833,93.458333,1020.804166,-1.5000,4.7000
33,10,6.116666,83.791666,1012.350000,3.8000,7.3000
33,10,6.133333,87.083333,1007.687500,3.7000,8.5000
33,8,4.341666,83.291666,1016.150000,3.3000,5.8000
33,9,3.320833,89.916666,996.129166,1.2000,5.6000
33,7,2.779166,87.708333,988.804166,1.2000,4.7000
33,18,0.229166,91.125000,1000.616666,-3.0000,2.8000
33,6,-2.370833,87.958333,1008.025000,-3.7000,-0.4000
33,3,-1.270833,83.750000,1026.066666,-2.3000,-0.2000
33,4,-3.383333,70.666666,1032.345833,-6.8000,-1.8000
33,7,-4.270833,76.541666,1019.408333,-6.2000,-2.5000
33,6,-1.183333,85.500000,1016.504166,-5.0000,2.8000
33,7,0.079166,78.833333,1017.995833,-2.1000,2.6000
33,8,-1.062500,78.875000,1015.362500,-2.4000,0.3000
33,9,-0.529166,79.916666,1012.616666,-2.0000,0.4000
33,17,1.108333,92.375000,992.204166,0.0000,2.6000
33,15,1.979166,82.875000,996.979166,0.4000,4.3000
33,14,0.720833,91.000000,1011.270833,-0.3000,2.1000
33,5,0.845833,82.333333,1018.295833,-1.4000,3.3000
33,5,0.575000,84.291666,1012.254166,-0.4000,1.7000
33,8,1.862500,93.416666,1015.783333,-0.6000,5.3000
33,3,2.270833,82.375000,1024.337500,-1.1000,4.9000
33,4,0.979166,84.541666,1024.545833,-0.7000,2.7000
33,12,0.754166,95.291666,1019.891666,-0.1000,1.8000
33,12,1.004166,89.041666,1024.695833,-0.1000,3.4000
33,11,0.662500,91.708333,1027.258333,-1.8000,3.3000
33,7,0.137500,87.708333,1028.745833,-2.9000,2.0000
33,10,-1.537500,86.750000,1029.854166,-5.2000,2.6000
33,8,-1.829166,72.125000,1035.912500,-4.2000,-0.4000
33,2,-3.987500,68.791666,1037.920833,-6.1000,-3.0000
33,9,-4.158333,68.291666,1036.025000,-6.3000,-2.0000
33,10,-6.295833,71.666666,1031.662500,-9.0000,-3.8000
33,12,-7.254166,66.916666,1035.050000,-9.2000,-5.6000
33,6,-5.675000,71.125000,1026.541666,-7.3000,-4.2000
33,5,-3.391666,76.375000,1013.512500,-4.8000,-2.0000
33,10,-2.258333,78.875000,1009.387500,-3.5000,-0.1000
33,1,-2.237500,74.583333,1005.383333,-3.1000,-1.4000
33,3,-0.504166,91.750000,996.166666,-2.0000,1.8000
33,3,1.033333,98.708333,996.662500,-1.1000,1.8000
33,2,0.179166,89.583333,997.300000,-0.8000,1.3000
33,6,-0.004166,97.375000,997.279166,-1.0000,1.0000
33,8,-0.462500,94.625000,1002.029166,-1.3000,0.2000
33,4,-0.845833,90.166666,1006.158333,-3.6000,0.5000
33,2,1.175000,99.000000,998.545833,-0.1000,2.6000
33,5,2.975000,100.000000,992.683333,1.2000,6.6000
33,4,1.429166,97.125000,998.291666,0.3000,2.2000
33,4,0.762500,86.500000,1012.579166,-0.4000,2.4000
33,5,-0.154166,77.375000,1014.995833,-1.1000,0.9000
33,2,-2.450000,60.875000,1020.733333,-4.9000,-1.0000
33,18,-3.354166,62.208333,1026.550000,-5.5000,-1.2000
33,1,-2.533333,68.000000,1026.029166,-5.2000,0.6000
33,3,-0.429166,78.291666,1015.816666,-7.8000,4.8000
33,3,1.379166,64.083333,1020.808333,-1.8000,5.1000
33,1,2.091666,82.291666,1019.562500,-2.4000,6.5000
33,13,1.658333,94.541666,1007.858333,0.1000,3.5000
33,4,1.762500,91.208333,1005.516666,0.8000,3.4000
33,10,4.175000,93.666666,1004.170833,1.6000,6.7000
33,4,4.287500,93.916666,1007.695833,2.2000,6.2000
33,9,3.637500,85.000000,1012.483333,-0.6000,8.7000
33,9,0.529166,96.708333,1014.525000,-0.8000,2.4000
33,10,-0.495833,76.916666,1010.212500,-1.4000,0.6000
33,10,0.195833,69.708333,1006.979166,-1.7000,1.7000
33,2,0.433333,71.458333,1010.237500,-2.9000,4.6000
33,4,0.283333,80.000000,1007.854166,-1.6000,2.1000
33,16,1.179166,76.250000,1006.962500,-1.3000,4.8000
33,8,1.987500,68.625000,1007.008333,-2.5000,7.5000
33,8,2.341666,98.083333,1000.262500,0.0000,6.1000
33,13,8.679166,87.583333,998.970833,4.9000,13.5000
33,5,6.087500,87.500000,1001.887500,2.4000,9.0000
33,9,5.604166,65.125000,1019.366666,2.0000,9.9000
33,7,6.312500,72.083333,1015.295833,2.9000,10.9000
33,11,9.600000,73.958333,1009.020833,3.2000,15.4000
33,18,9.245833,84.208333,1008.425000,4.3000,13.6000
33,6,6.170833,80.500000,1015.866666,3.5000,8.6000
33,12,6.229166,59.125000,1019.591666,1.7000,12.0000
33,6,7.520833,63.166666,1015.554166,2.4000,13.3000
33,13,10.695833,67.791666,1012.720833,6.6000,16.1000
33,13,10.175000,82.041666,1014.141666,5.5000,13.9000
33,4,9.033333,92.958333,1014.191666,7.2000,11.1000
33,6,9.320833,89.708333,1014.895833,6.2000,14.1000
33,12,10.904166,74.041666,1023.387500,6.9000,15.2000
33,22,13.887500,74.166666,1029.133333,9.4000,18.9000
33,19,14.087500,76.750000,1029.925000,7.0000,19.6000
33,27,15.383333,70.000000,1019.400000,8.3000,26.1000
33,15,10.370833,69.083333,1019.404166,4.6000,15.4000
33,9,7.845833,79.208333,1014.791666,3.5000,12.6000
33,27,10.708333,73.416666,1006.812500,8.0000,15.3000
33,26,8.512500,82.333333,1005.708333,6.5000,11.9000
33,8,8.195833,81.583333,1003.275000,5.9000,13.3000
33,26,8.375000,75.083333,1006.604166,5.6000,13.0000
33,14,9.708333,68.625000,1010.037500,6.3000,14.3000
33,20,8.387500,84.000000,1011.291666,6.0000,12.2000
33,11,8.954166,80.333333,1012.408333,5.2000,13.2000
33,18,9.083333,93.333333,1002.900000,7.4000,10.7000
33,15,8.195833,88.375000,1001.662500,7.0000,9.9000
33,8,9.250000,70.500000,1012.133333,4.2000,13.1000
33,6,8.812500,73.916666,1014.620833,4.2000,12.5000
33,13,8.137500,78.958333,1024.929166,2.4000,13.9000
33,7,11.316666,68.375000,1028.491666,3.4000,17.4000
33,6,13.554166,67.666666,1027.000000,5.9000,20.5000
33,11,15.595833,67.458333,1022.929166,8.7000,20.8000
33,11,15.283333,68.333333,1017.095833,9.0000,21.6000
33,13,16.166666,65.916666,1012.187500,10.1000,22.0000
33,5,14.850000,78.625000,1009.620833,10.5000,21.0000
